Ссылка,Название,Описание,Метро,Дальность от метро,Адрес,Стоимость,Стоимость за метр
https://www.cian.ru/sale/flat/311339483/,Отличный вариант!,"2-комн. квартира, 56,9 м², 3/5 этаж",Аэропорт,11 минут пешком,"Москва, САО, р-н Аэропорт, м. Аэропорт, улица Черняховского, 17К3",16 900 000 ₽,297 012 ₽/м²
https://www.cian.ru/sale/flat/302904012/,Если вам нравятся Сталинки,"2-комн. квартира, 65,9 м², 5/5 этаж",Войковская,13 минут пешком,"Москва, САО, р-н Войковский, м. Войковская, 6-й Новоподмосковный переулок, 7",16 990 000 ₽,257 815 ₽/м²
https://www.cian.ru/sale/flat/310559273/,"2-комн. квартира, 51 м², 4/4 этаж",Информация отсутствует,Бескудниково,2 минуты пешком,"Москва, СВАО, р-н Алтуфьевский, м. Бескудниково, Инженерная улица, 34К2",16 950 000 ₽,332 353 ₽/м²
https://www.cian.ru/sale/flat/309201925/,Лучшая квартира в ЖК,"2-комн. квартира, 65 м², 10/16 этаж",Потапово,9 минут пешком,"Москва, НАО (Новомосковский), м. Потапово, Сосенское поселение, Скандинавия ЖК, улица Эдварда Грига, 15",16 900 000 ₽,260 000 ₽/м²
https://www.cian.ru/sale/flat/310915618/,"2-комн.кв., 54.7 м², 9/12 этаж","2-комн. квартира, 54,7 м², 9/12 этаж",Информация отсутствует,20 минут пешком,"Москва, ЗАО, р-н Кунцево, м. Рабочий посёлок, улица Ивана Франко, 32К1",16 900 000 ₽,308 958 ₽/м²
https://www.cian.ru/sale/flat/311232347/,Шикарная 2к.кв с новым ремонтом,"2-комн. квартира, 43 м², 6/12 этаж",Нагорная,8 минут пешком,"Москва, ЮЗАО, р-н Котловка, м. Нагорная, улица Ремизова, 14К1",16 900 000 ₽,393 023 ₽/м²
https://www.cian.ru/sale/flat/311344993/,"Срочно, цена снижена на неделю !","2-комн. квартира, 65 м², 1/10 этаж",Грачёвская,6 минут на транспорте,"Москва, САО, р-н Ховрино, м. Грачёвская, Фестивальная улица, 22К8",17 200 000 ₽,264 615 ₽/м²
https://www.cian.ru/sale/flat/309202937/,"2-комн. квартира, 57,6 м², 4/21 этаж",Информация отсутствует,Перово,8 минут пешком,"Москва, ВАО, р-н Перово, м. Перово, улица Плющева, 15К3",17 400 000 ₽,302 083 ₽/м²
https://www.cian.ru/sale/flat/310636480/,Дом у парка Лосиный остров!,"2-комн. квартира, 64,6 м², 2/25 этаж",Бульвар Рокоссовского,8 минут на транспорте,"Москва, ВАО, р-н Метрогородок, м. Бульвар Рокоссовского, Открытое шоссе, 30",17 500 000 ₽,270 898 ₽/м²
https://www.cian.ru/sale/flat/310317387/,Выгодное предложение,"2-комн. квартира, 52 м², 4/14 этаж",Площадь Ильича,10 минут пешком,"Москва, ЮВАО, р-н Лефортово, м. Площадь Ильича, Волочаевская улица, 13",17 500 000 ₽,336 538 ₽/м²
https://www.cian.ru/sale/flat/309941020/,Лучшая цена в локации,"2-комн. квартира, 46,4 м², 4/9 этаж",Новаторская,15 минут пешком,"Москва, ЮЗАО, р-н Ломоносовский, м. Вавиловская, Ленинский проспект, 85",17 900 000 ₽,385 776 ₽/м²
https://www.cian.ru/sale/flat/309215528/,2 комн. кв-ра с евро ремонтом.,"2-комн. квартира, 43 м², 6/9 этаж",Аэропорт,12 минут пешком,"Москва, САО, р-н Аэропорт, м. Аэропорт, улица Пилота Нестерова, 7",17 900 000 ₽,416 279 ₽/м²
https://www.cian.ru/sale/flat/311251309/,Роскошная квартира на новый год!,"2-комн. квартира, 52,4 м², 5/12 этаж",Улица Академика Янгеля,7 минут пешком,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанский проезд, 2К3",17 900 000 ₽,341 603 ₽/м²
https://www.cian.ru/sale/flat/310641597/,"Двушка с ремонтом, Академическая!","2-комн. квартира, 45 м², 3/9 этаж",Профсоюзная,12 минут пешком,"Москва, ЮЗАО, р-н Академический, м. Профсоюзная, Новочеремушкинская улица, 24",18 190 000 ₽,404 222 ₽/м²
https://www.cian.ru/sale/flat/303979379/,"2-комн. квартира, 41,09 м², 7/28 этаж",Информация отсутствует,Нагатинская,5 минут пешком,"Москва, ЮАО, р-н Нагатино-Садовники, м. Нагатинская, Нагатинская улица, к1вл1",18 400 000 ₽,447 798 ₽/м²
https://www.cian.ru/sale/flat/310947517/,"2-комн. квартира, 55,9 м², 7/30 этаж",Информация отсутствует,Трикотажная,4 минуты на транспорте,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Трикотажная, Строительный проезд, 9С9",18 300 000 ₽,327 370 ₽/м²
https://www.cian.ru/sale/flat/311195142/,Лучшая цена!,"2-комн. квартира, 53,4 м², 8/17 этаж",Тульская,7 минут пешком,"Москва, ЮАО, р-н Донской, м. Тульская, Большая Тульская улица, 54",18 500 000 ₽,346 442 ₽/м²
https://www.cian.ru/sale/flat/311247985/,не хватает только ваших вещей!,"2-комн. квартира, 58 м², 24/25 этаж",Рассказовка,9 минут на транспорте,"Москва, НАО (Новомосковский), м. Рассказовка, Московский г., улица Никитина, 11к7",18 500 000 ₽,318 966 ₽/м²
https://www.cian.ru/sale/flat/309805122/,"2-комн. квартира, 46,1 м², 10/14 этаж",Информация отсутствует,Тульская,13 минут пешком,"Москва, ЮАО, р-н Даниловский, м. Тульская, 3-я Рощинская улица, 12/18",18 800 000 ₽,407 809 ₽/м²
https://www.cian.ru/sale/flat/300787656/,Классная современная квартира!,"2-комн. квартира, 60 м², 18/24 этаж",Пятницкое шоссе,5 минут на транспорте,"Москва, СЗАО, р-н Митино, м. Пятницкое шоссе, Муравская улица, 44к2",18 800 000 ₽,313 333 ₽/м²
https://www.cian.ru/sale/flat/310548567/,Комплекс на берегу двух рек!,"2-комн. апартаменты, 57,8 м², 5/25 этаж",Тушинская,5 минут на транспорте,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Трикотажная, Волоколамское шоссе, 81/2с3",18 850 000 ₽,326 125 ₽/м²
https://www.cian.ru/sale/flat/311361734/,"2-комн. квартира, 54 м², 10/17 этаж",Информация отсутствует,Хорошёвская,9 минут пешком,"Москва, САО, р-н Хорошевский, м. Хорошёвская, Хорошевское шоссе, 60",18 900 000 ₽,350 000 ₽/м²
https://www.cian.ru/sale/flat/309464795/,Квартира с мебелью и техникой!!!,"2-комн. квартира, 59,8 м², 11/24 этаж",Филатов Луг,10 минут на транспорте,"Москва, НАО (Новомосковский), м. Филатов Луг, Московский г., улица Никитина, 11к11",19 000 000 ₽,317 726 ₽/м²
https://www.cian.ru/sale/flat/311375972/,"2-комн. квартира, 58,3 м², 7/7 этаж",Информация отсутствует,Октябрьское поле,4 минуты пешком,"Москва, СЗАО, р-н Щукино, м. Октябрьское поле, улица Маршала Бирюзова, 7",18 900 000 ₽,324 185 ₽/м²
https://www.cian.ru/sale/flat/310730890/,Евро-2к апартаменты,"2-комн. апартаменты, 53 м², 16/22 этаж",Давыдково,12 минут пешком,"Москва, ЗАО, р-н Очаково-Матвеевское, м. Давыдково, Аминьевское шоссе, 6",18 900 000 ₽,356 604 ₽/м²
https://www.cian.ru/sale/flat/307560622/,"Только здесь ипотека 9,4%!!!","2-комн. квартира, 58,5 м², 10/24 этаж",Стахановская,8 минут пешком,"Москва, ЮВАО, р-н Рязанский, м. Стахановская, 2-й Грайвороновский проезд, 42к2",19 000 000 ₽,324 786 ₽/м²
https://www.cian.ru/sale/flat/310948069/,"2-комн. квартира, 55 м², 22/25 этаж",Информация отсутствует,Семёновская,8 минут пешком,"Москва, ВАО, р-н Соколиная гора, м. Семёновская, Измайловское шоссе, 6",18 900 000 ₽,343 636 ₽/м²
https://www.cian.ru/sale/flat/303329368/,Квартира с высокими потолками,"2-комн. квартира, 66,5 м², 4/5 этаж",Октябрьское поле,10 минут пешком,"Москва, СЗАО, р-н Щукино, м. Октябрьское поле, улица Расплетина, 12К2",19 300 000 ₽,290 226 ₽/м²
https://www.cian.ru/sale/flat/309834539/,"2-комн. квартира, 43 м², 10/26 этаж",Информация отсутствует,Алексеевская,8 минут пешком,"Москва, СВАО, р-н Останкинский, м. Алексеевская, улица Бочкова, 11АС1",19 300 000 ₽,448 837 ₽/м²
https://www.cian.ru/sale/flat/295454414/,Корпус Премиум! Высокие потолки!,"2-комн. квартира, 37,4 м², 51/54 этаж",Информация отсутствует,11 минут пешком,"Москва, ЗАО, р-н Очаково-Матвеевское, м. Мичуринский проспект, Левел Мичуринский ЖК, к1",19 390 000 ₽,518 449 ₽/м²
https://www.cian.ru/sale/flat/308993929/,3смарт в ЖК Новохохловская 15,"2-комн. квартира, 62,3 м², 6/33 этаж",Новохохловская,6 минут пешком,"Москва, ЮВАО, р-н Нижегородский, м. Новохохловская, Новохохловская улица, 15к1",19 300 000 ₽,309 791 ₽/м²
https://www.cian.ru/sale/flat/308536673/,Евро! Лучшая квартира в районе!,"2-комн. квартира, 48 м², 4/8 этаж",Шелепиха,8 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Шелепиха, Шелепихинская набережная, 12",19 500 000 ₽,406 250 ₽/м²
https://www.cian.ru/sale/flat/301005114/,Свежайший ремонт! Все новое!,"2-комн. квартира, 60 м², 20/24 этаж",Пятницкое шоссе,5 минут на транспорте,"Москва, СЗАО, р-н Митино, м. Пятницкое шоссе, Муравская улица, 44к2",19 500 000 ₽,325 000 ₽/м²
https://www.cian.ru/sale/flat/311146799/,"Продается 2-комн. квартира, 63 м²","2-комн. квартира, 63 м², 10/17 этаж",Войковская,19 минут пешком,"Москва, САО, р-н Войковский, м. Балтийская, Нарвская улица, 1Ак2",19 700 000 ₽,312 698 ₽/м²
https://www.cian.ru/sale/flat/310748420/,Лучшее предложение в районе!,"2-комн. квартира, 53,5 м², 5/5 этаж",Динамо,5 минут пешком,"Москва, САО, р-н Беговой, м. Динамо, Ленинградский проспект, 33К9",19 790 000 ₽,369 907 ₽/м²
https://www.cian.ru/sale/flat/310964374/,"2-комн. квартира, 44 м², 4/5 этаж",Информация отсутствует,Информация отсутствует,15 минут пешком,"Москва, ЮЗАО, р-н Академический, м. Крымская, улица Винокурова, 11К2",19 700 000 ₽,447 727 ₽/м²
https://www.cian.ru/sale/flat/309816572/,Доступна рассрочка без %,"2-комн. апартаменты, 54,7 м², 4/11 этаж",Информация отсутствует,6 минут пешком,"Москва, САО, р-н Савеловский, м. Савёловская, улица Нижняя Масловка, 10Б",19 692 000 ₽,360 000 ₽/м²
https://www.cian.ru/sale/flat/311298419/,Дизайнерский ремонт!,"2-комн. квартира, 58 м², 2/5 этаж",Петровский Парк,13 минут пешком,"Москва, САО, р-н Савеловский, м. Гражданская, улица Юннатов, 6к1",19 990 000 ₽,344 655 ₽/м²
https://www.cian.ru/sale/flat/310470983/,"2-комн. квартира, 48 м², 12/12 этаж",Информация отсутствует,Чкаловская,4 минуты пешком,"Москва, ЦАО, р-н Таганский, м. Чкаловская, улица Земляной Вал, 41С1",19 899 999 ₽,414 583 ₽/м²
https://www.cian.ru/sale/flat/309593772/,2к в 10 минутах от метро,"2-комн. квартира, 51,1 м², 2/17 этаж",Каховская,13 минут пешком,"Москва, ЮЗАО, р-н Зюзино, м. Каховская, Болотниковская улица, 36к1",20 000 000 ₽,391 389 ₽/м²
https://www.cian.ru/sale/flat/309119353/,"2-комн. квартира, 55,5 м², 4/15 этаж",Информация отсутствует,Красносельская,10 минут пешком,"Москва, ЦАО, р-н Красносельский, м. Красносельская, Верхняя Красносельская улица, 8К2",20 000 000 ₽,360 360 ₽/м²
https://www.cian.ru/sale/flat/311191587/,Выгодное предложение района,"2-комн. квартира, 52,4 м², 2/34 этаж",Аминьевская,10 минут пешком,"Москва, ЗАО, р-н Очаково-Матвеевское, м. Аминьевская, Очаковское шоссе, 5к1",20 300 000 ₽,387 405 ₽/м²
https://www.cian.ru/sale/flat/309402624/,"2-комн. квартира, 56,4 м², 10/17 этаж",Информация отсутствует,Коньково,4 минуты пешком,"Москва, ЮЗАО, р-н Коньково, м. Коньково, улица Островитянова, 25К1",20 500 000 ₽,363 475 ₽/м²
https://www.cian.ru/sale/flat/310716693/,"2-к. кв., 52.6 м², 18/21 эт.","2-комн. квартира, 52,6 м², 18/21 этаж",Селигерская,19 минут пешком,"Москва, САО, р-н Дмитровский, м. Яхромская, Дмитровское шоссе, 107к1",20 500 000 ₽,389 734 ₽/м²
https://www.cian.ru/sale/flat/309593771/,2к рядом с метро,"2-комн. квартира, 50,8 м², 2/17 этаж",Нахимовский проспект,12 минут пешком,"Москва, ЮЗАО, р-н Зюзино, м. Нахимовский проспект, Болотниковская улица, 36к2",20 500 000 ₽,403 543 ₽/м²
https://www.cian.ru/sale/flat/297413640/,"2-комн. апартаменты, 69,2 м², 11/14 этаж",Секция 2 • Сдан,Тёплый Стан,10 минут пешком,"Москва, ЮЗАО, р-н Ясенево, м. Тёплый Стан, Новоясеневский проспект, 3В",20 490 120 ₽,296 100 ₽/м²
https://www.cian.ru/sale/flat/309817409/,Доступна рассрочка без %,"2-комн. апартаменты, 54,6 м², 7/11 этаж",Информация отсутствует,6 минут пешком,"Москва, САО, р-н Савеловский, м. Савёловская, улица Нижняя Масловка, 10Б",20 748 000 ₽,380 000 ₽/м²
https://www.cian.ru/sale/flat/306955636/,Ключ к счастью.,"2-комн. квартира, 56 м², 10/18 этаж",Планерная,18 минут пешком,"Москва, СЗАО, р-н Северное Тушино, м. Сходненская, Туристская улица, 14",20 600 000 ₽,367 857 ₽/м²
https://www.cian.ru/sale/flat/310531029/,Срочная продажа! ЖК Moments,"2-комн. квартира, 42,4 м², 17/40 этаж",Войковская,19 минут пешком,"Москва, СЗАО, р-н Щукино, м. Стрешнево, Моментс ЖК, к2.1",20 750 000 ₽,489 387 ₽/м²
https://www.cian.ru/sale/flat/297413612/,"2-комн. апартаменты, 84,1 м², 1/14 этаж",Секция 1 • Сдан,Тёплый Стан,15 минут пешком,"Москва, ЮЗАО, р-н Ясенево, м. Тёплый Стан, Новоясеневский проспект, 3В",20 732 387 ₽,246 521 ₽/м²
https://www.cian.ru/sale/flat/307360950/,"2-комн. квартира, 57,2 м², 2/8 этаж",Информация отсутствует,Информация отсутствует,11 минут пешком,"Москва, ЮЗАО, р-н Ломоносовский, м. Новаторская, Ленинский проспект, 90",20 800 000 ₽,363 636 ₽/м²
https://www.cian.ru/sale/flat/310727786/,"2-комн. квартира, 54,7 м², 11/53 этаж",Информация отсутствует,Волоколамская,20 минут пешком,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Трикотажная, Сити Бэй ЖК, Атлантик кв-л",20 950 000 ₽,382 998 ₽/м²
https://www.cian.ru/sale/flat/309205520/,Дайте Вашей СЕМЬЕ ЛУЧШЕЕ!!!,"2-комн. квартира, 59,4 м², 5/22 этаж",Озёрная,8 минут пешком,"Москва, ЗАО, р-н Тропарево-Никулино, м. Озёрная, Никулинская улица, 19",20 900 000 ₽,351 852 ₽/м²
https://www.cian.ru/sale/flat/309434099/,"2-комн. квартира, 64,9 м², 21/44 этаж",Информация отсутствует,Тушинская,8 минут на транспорте,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Трикотажная, Строительный проезд, 9С9",20 900 000 ₽,322 034 ₽/м²
https://www.cian.ru/sale/flat/308500168/,"Готовая квартира, лучшая цена!!!","2-комн. квартира, 64,9 м², 9/25 этаж",Волгоградский проспект,8 минут пешком,"Москва, ЮВАО, р-н Южнопортовый, м. Угрешская, Волгоградский проспект, 32/3к7",21 000 000 ₽,323 575 ₽/м²
https://www.cian.ru/sale/flat/308356673/,Продаётся квартира 75.4 м,"2-комн. квартира, 75,4 м², 2/30 этаж",Тушинская,8 минут на транспорте,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Трикотажная, Строительный проезд, 9С6",21 100 000 ₽,279 841 ₽/м²
https://www.cian.ru/sale/flat/310065383/,"2-комн. квартира, 61 м², 5/10 этаж",Информация отсутствует,Рабочий посёлок,17 минут пешком,"Москва, ЗАО, р-н Можайский, м. Рабочий посёлок, Рябиновая улица, 3к3",21 000 000 ₽,344 262 ₽/м²
https://www.cian.ru/sale/flat/309446087/,"2-комн. квартира, 36 м², 4/4 этаж",Информация отсутствует,Цветной бульвар,5 минут пешком,"Москва, ЦАО, р-н Мещанский, м. Цветной бульвар, Трубная улица, 35С1",21 000 000 ₽,583 333 ₽/м²
https://www.cian.ru/sale/flat/308183422/,"2-комн. квартира, 75,7 м², 18/30 этаж",Информация отсутствует,Трикотажная,19 минут пешком,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Трикотажная, Строительный проезд, 9С31",21 000 000 ₽,277 411 ₽/м²
https://www.cian.ru/sale/flat/311277543/,Апартаменты Main Street,"2-комн. апартаменты, 53,3 м², 12/15 этаж",Информация отсутствует,4 минуты пешком,"Москва, ЗАО, р-н Фили-Давыдково, м. Кунцевская, улица Ивана Франко, 6",21 250 000 ₽,398 687 ₽/м²
https://www.cian.ru/sale/flat/302919080/,"2-комн. квартира, 48 м², 4/31 этаж",Информация отсутствует,Аминьевская,4 минуты пешком,"Москва, ЗАО, р-н Раменки, м. Аминьевская, улица Лобачевского, 120к1",21 490 000 ₽,447 708 ₽/м²
https://www.cian.ru/sale/flat/306232865/,"2-к. квартира, 57,4 м², 25/33 эт.","2-комн. квартира, 57 м², 25/33 этаж",Коломенская,6 минут на транспорте,"Москва, ЮАО, р-н Нагатино-Садовники, м. Кленовый бульвар, 2-й Нагатинский проезд, 2/2к2",21 500 000 ₽,377 193 ₽/м²
https://www.cian.ru/sale/flat/305314692/,"2-комн. квартира, 54,6 м², 2/8 этаж",Информация отсутствует,Войковская,16 минут пешком,"Москва, САО, р-н Сокол, м. Стрешнево, улица Константина Царева, 6",21 490 000 ₽,393 590 ₽/м²
https://www.cian.ru/sale/flat/308566911/,"2-комн. квартира, 55,1 м², 6/20 этаж",Информация отсутствует,Преображенская площадь,12 минут пешком,"Москва, ВАО, р-н Преображенское, м. Преображенская площадь, Лермонтовская улица, 1",21 500 000 ₽,390 200 ₽/м²
https://www.cian.ru/sale/flat/310305794/,Дизайнерская отделка | 1 спальня,"2-комн. квартира, 37 м², 2/13 этаж",Терехово ,16 минут пешком,"Москва, СЗАО, р-н Хорошево-Мневники, м. Терехово , улица Нижние Мневники, 35",21 500 000 ₽,581 081 ₽/м²
https://www.cian.ru/sale/flat/310633909/,Лучшая квартира в районе!!!,"2-комн. квартира, 57,6 м², 9/9 этаж",Проспект Вернадского,15 минут пешком,"Москва, ЮЗАО, р-н Ломоносовский, м. Новаторская, улица Марии Ульяновой, 9К1",21 700 000 ₽,376 736 ₽/м²
https://www.cian.ru/sale/flat/310915161/,Распашные окна в парк,"2-комн. квартира, 46,9 м², 7/9 этаж",Таганская,10 минут пешком,"Москва, ЦАО, р-н Таганский, м. Марксистская, Большой Факельный переулок, 3",21 900 000 ₽,466 951 ₽/м²
https://www.cian.ru/sale/flat/310237431/,Двушка с большой гардеробной,"2-комн. квартира, 70 м², 15/17 этаж",Окская,9 минут пешком,"Москва, ЮВАО, р-н Рязанский, м. Окская, улица Михайлова, 30Ак5",21 900 000 ₽,312 857 ₽/м²
https://www.cian.ru/sale/flat/309634443/,Просторная комфортная двушка,"2-комн. квартира, 63,7 м², 2/22 этаж",Саларьево,5 минут на транспорте,"Москва, НАО (Новомосковский), м. Саларьево, Родниковая улица, 30к1",22 000 000 ₽,345 369 ₽/м²
https://www.cian.ru/sale/flat/310866361/,"Светлая, уютная квартира","2-комн. квартира, 58,5 м², 10/20 этаж",Улица Милашенкова,13 минут пешком,"Москва, СВАО, р-н Марфино, м. Улица Милашенкова, улица Академика Комарова, 3к2",22 100 000 ₽,377 778 ₽/м²
https://www.cian.ru/sale/flat/310316239/,"2-комн. квартира, 72 м², 21/23 этаж",Информация отсутствует,Улица Скобелевская,17 минут пешком,"Москва, ЮЗАО, р-н Южное Бутово, м. Улица Скобелевская, Старокрымская улица, 17",22 500 000 ₽,312 500 ₽/м²
https://www.cian.ru/sale/flat/309661564/,"2-комн. квартира, 55,9 м², 4/14 этаж",Информация отсутствует,Филёвский парк,4 минуты пешком,"Москва, ЗАО, р-н Фили-Давыдково, м. Филёвский парк, улица Олеко Дундича, 31к1",22 599 000 ₽,404 275 ₽/м²
https://www.cian.ru/sale/flat/309635152/,"2-ком кв., 54.4 м², 44/47 этаж","2-комн. квартира, 54,4 м², 44/47 этаж",Дмитровская,12 минут пешком,"Москва, СВАО, р-н Бутырский, м. Дмитровская, Новодмитровская улица, 2к6",22 700 000 ₽,417 279 ₽/м²
https://www.cian.ru/sale/flat/310477451/,"2-комн. квартира, 63,4 м², 5/8 этаж",Информация отсутствует,Автозаводская,6 минут пешком,"Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Лобанова, 2/21",22 700 000 ₽,358 044 ₽/м²
https://www.cian.ru/sale/flat/310380897/,2 к в ЦАО: комфорт на Пресне,"2-комн. квартира, 52 м², 3/17 этаж",Шелепиха,2 минуты пешком,"Москва, ЦАО, р-н Пресненский, м. Шелепиха, Шелепихинское шоссе, 13С2",22 646 000 ₽,435 500 ₽/м²
https://www.cian.ru/sale/flat/308933749/,"2-комн. квартира, 43,3 м², 25/55 этаж",Информация отсутствует,Рижская,3 минуты на транспорте,"Москва, СВАО, р-н Марьина роща, м. Рижская, улица 4-я Марьиной рощи, 12к2",22 800 000 ₽,526 559 ₽/м²
https://www.cian.ru/sale/flat/311279011/,"2-комн. квартира, 40,07 м², 6/28 этаж",Информация отсутствует,Павелецкая,7 минут пешком,"Москва, ЦАО, р-н Замоскворечье, м. Павелецкая, Дубининская улица, 17",22 814 555 ₽,569 367 ₽/м²
https://www.cian.ru/sale/flat/310636513/,"2-комн. квартира, 61 м², 18/22 этаж",Информация отсутствует,Свиблово,7 минут на транспорте,"Москва, СВАО, р-н Ярославский, м. Свиблово, улица Красная Сосна, 3А",22 999 000 ₽,377 033 ₽/м²
https://www.cian.ru/sale/flat/309173328/,"2-комн. апартаменты, 58 м², 18/25 этаж",Информация отсутствует,Тушинская,5 минут на транспорте,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Трикотажная, Волоколамское шоссе, 81/2с3",23 000 000 ₽,396 552 ₽/м²
https://www.cian.ru/sale/flat/304286409/,На 3.5 млн дешевле,"2-комн. квартира, 64,9 м², 4/43 этаж",Трикотажная,4 минуты на транспорте,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Трикотажная, Строительный проезд, 9С11",23 000 000 ₽,354 391 ₽/м²
https://www.cian.ru/sale/flat/308947864/,"2-комн. квартира, 63 м², 15/33 этаж",Информация отсутствует,Шоссе Энтузиастов,10 минут пешком,"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, проспект Буденного, 51к1",23 000 000 ₽,365 079 ₽/м²
https://www.cian.ru/sale/flat/311246990/,"2-комн. квартира, 47,4 м², 9/31 этаж",Информация отсутствует,Информация отсутствует,8 минут пешком,"Москва, ЗАО, р-н Раменки, м. Аминьевская, улица Лобачевского, 120к1",23 100 000 ₽,487 342 ₽/м²
https://www.cian.ru/sale/flat/310431110/,Ипотека Сбербанка 8% !!!,"2-комн. квартира, 52,1 м², 5/32 этаж",Бутырская,11 минут пешком,"Москва, СВАО, р-н Бутырский, м. Бутырская, улица Руставели, 16к1",23 499 000 ₽,451 036 ₽/м²
https://www.cian.ru/sale/flat/298064019/,"2-комн. квартира, 47,5 м², 27/28 этаж",Секция 1 • Сдача корпуса 4 кв. 2026,Информация отсутствует,5 минут на транспорте,"Москва, СЗАО, р-н Хорошево-Мневники, м. Народное Ополчение, улица Генерала Глаголева",23 512 500 ₽,495 000 ₽/м²
https://www.cian.ru/sale/flat/308113067/,Шикарный вид на реку!,"2-комн. квартира, 61,6 м², 11/20 этаж",Тульская,17 минут пешком,"Москва, ЮАО, р-н Даниловский, м. Тульская, Автозаводская улица, 26",23 700 000 ₽,384 740 ₽/м²
https://www.cian.ru/sale/flat/309006780/,"2-кк в ипотеку за 14,75%","2-комн. квартира, 72,2 м², 3/19 этаж",Юго-Западная,13 минут пешком,"Москва, ЗАО, р-н Тропарево-Никулино, м. Юго-Западная, улица Академика Анохина, 2К2",23 700 000 ₽,328 255 ₽/м²
https://www.cian.ru/sale/flat/307850514/,"2-комн. квартира, 65 м², 2/7 этаж",Информация отсутствует,Университет,2 минуты пешком,"Москва, ЮЗАО, р-н Гагаринский, м. Университет, Ломоносовский проспект, 23",24 000 000 ₽,369 231 ₽/м²
https://www.cian.ru/sale/flat/304347794/,Эксклюзивная видовая квартира!,"2-комн. квартира, 46,4 м², 22/37 этаж",Водный стадион,13 минут пешком,"Москва, САО, р-н Войковский, м. Водный стадион, Головинское шоссе, 10Б",23 999 000 ₽,517 220 ₽/м²
https://www.cian.ru/sale/flat/310921129/,Квартира с большим кол-м окон!,"2-комн. квартира, 47,7 м², 12/45 этаж",Хорошёво,6 минут на транспорте,"Москва, СЗАО, р-н Хорошево-Мневники, м. Шелепиха, Сидней Сити ЖК, к2/2",24 490 000 ₽,513 417 ₽/м²
https://www.cian.ru/sale/flat/311018654/,1 минута до метро!,"2-комн. квартира, 56,2 м², 2/9 этаж",Университет,4 минуты пешком,"Москва, ЮЗАО, р-н Гагаринский, м. Университет, проспект Вернадского, 9/10",24 490 000 ₽,435 765 ₽/м²
https://www.cian.ru/sale/flat/308256230/,Отличное предложение!,"2-комн. квартира, 59 м², 11/23 этаж",Водный стадион,12 минут пешком,"Москва, САО, р-н Войковский, м. Водный стадион, Выборгская улица, 7к2",24 700 000 ₽,418 644 ₽/м²
https://www.cian.ru/sale/flat/310520231/,"Меблированная 2-ка ""под тапочки!","2-комн. квартира, 51,4 м², 6/8 этаж",Селигерская,9 минут пешком,"Москва, САО, р-н Западное Дегунино, м. Селигерская, Ильменский проезд, 14к3",24 990 000 ₽,486 187 ₽/м²
https://www.cian.ru/sale/flat/307390678/,Лучшая цена. Качественный ремонт,"2-комн. квартира, 54 м², 1/5 этаж",Информация отсутствует,2 минуты пешком,"Москва, ЦАО, р-н Басманный, м. Курская, Яковоапостольский переулок, 17",25 000 000 ₽,462 963 ₽/м²
https://www.cian.ru/sale/flat/304195055/,2 комнаты | БЕЗ ОТДЕЛКИ,"2-комн. квартира, 44,5 м², 5/22 этаж",Терехово ,5 минут на транспорте,"Москва, СЗАО, р-н Хорошево-Мневники, м. Мнёвники, улица Нижние Мневники",25 000 000 ₽,561 798 ₽/м²
https://www.cian.ru/sale/flat/309992651/,"2-комн. квартира, 51,64 м², 2/28 этаж",Информация отсутствует,Павелецкая,7 минут пешком,"Москва, ЦАО, р-н Замоскворечье, м. Павелецкая, Дубининская улица, 17",25 209 909 ₽,488 186 ₽/м²
https://www.cian.ru/sale/flat/308642587/,"2-комн. квартира, 53,5 м², 6/8 этаж",Информация отсутствует,Серпуховская,13 минут пешком,"Москва, ЦАО, р-н Замоскворечье, м. Шаболовская, улица Павла Андреева, 28К7",25 500 000 ₽,476 636 ₽/м²
https://www.cian.ru/sale/flat/307218054/,Из каждого окна Москва-река видна,"2-комн. квартира, 64 м², 8/26 этаж",Нагатинская,15 минут пешком,"Москва, ЮАО, р-н Нагатино-Садовники, м. Нагатинская, Нагатинская набережная, 10А",25 600 000 ₽,400 000 ₽/м²
https://www.cian.ru/sale/flat/308356282/,Большая квартира рядом с парком!,"2-комн. квартира, 78,4 м², 6/24 этаж",Орехово,9 минут пешком,"Москва, ЮАО, р-н Орехово-Борисово Северное, м. Орехово, улица Маршала Захарова, 20",25 500 000 ₽,325 255 ₽/м²
https://www.cian.ru/sale/flat/310408313/,Новогоднее предложение! Видовая!,"2-комн. квартира, 46 м², 11/15 этаж",Раменки,8 минут пешком,"Москва, ЗАО, р-н Раменки, м. Раменки, Винницкая улица, 8к4",25 500 000 ₽,554 348 ₽/м²
